Name,Artifact Type,Category,Description,Tags,Classifications,Stewards,Related Terms,Business Start,Business End,Part of Terms,Type of Terms,Abbreviations,Data Classes,Synonyms,Secondary Categories
Contact Center Management,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Business Development >> Channel Management,Handles the oversight and configuration of the contact center. Define and maintain the assignment of contact center resources to different contact traffic types (e.g. product/segment/issue). The contact center facility can include automated 'position' as well as personnel. Also covers troubleshooting major production problems,Service Domain,,,,,,,,,,,
Contact Center Operations,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Channels >> Servicing,Oversee and administer the day to day activity in the contact center. This includes the assignment of individuals to servicing positions in compliance with the service configuration determined by Contact Center Management. Also tracking staff availability and utilization during the servicing session and making necessary assignment adjustments to deal with servicing load. (Note servicing resources interact directly with the Contact Routing service domain to indicate when they are open to receive customer contacts),Service Domain,,,,,,,,,,,
eBranch Management,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Business Development >> Channel Management,"Handles the oversight and configuration of the e-branch (web/data) access channel. This includes assessing capacity, performance, scheduling maintenance and updates to the channel configuration. Also determining allowed access and usage and troubleshooting major production problems",Service Domain,,,,,,,,,,,
eBranch Operations,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Channels >> Channel Specific,"This service domain operates the E-branch production systems conforming to planned service schedules. It handles customer and non-customer access checks, performs device load balancing and device failure and recovery handling - typically supporting a high performance 24/7 operation. It can include the integration of computer telephony integration (CTI) with branch and call center channels",Service Domain,,,,,,,,,,,
Product Inventory Distribution,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Channels >> Distribution,The service domains administer the provisioning and distribution of product inventory across the branch network and/or organizing distribution direct to customers (e.g. using mail services) where appropriate. The administration function keeps track of inventory holdings and administers a provisioning schedule to acquire replacement inventory as needed to meet requirements,Service Domain,,,,,,,,,,,
Product Inventory Item Management,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Business Development >> Channel Management,"Maintain the available central product materials inventory in coordination with distribution activities and new product/materials ordering, receipt and warehousing",Service Domain,,,,,,,,,,,
Contact Handler,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Channels >> Cross Channel,"BIAN defines a customer contact as the overarching structure handling a customer interaction from start to end. A contact can include one or more servicing dialogue 'sessions' in parallel or sequence to support different device/channel uses within the contact and to allow for the customer to be passed on to different servicing specialists as necessary during the contact. Each session is handled at a servicing position where the Contact Dialogue service domain is called to handle the specific customer interaction. Contact Handler concludes the contact, handles the authorization permissions and shares any contact information collected during the contact between sessions as necessary",Service Domain,,,,,,,,,,,
Contact Routing,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Channels >> Cross Channel,Contact Routing is called from Contact Management to identify the next available and most suited servicing resource to handle a servicing session within an active customer contact. Selection is optimized to leverage of specialized/qualified servicing resources based on any known details about the customer and the purpose of their contact with the bank.,Service Domain,,,,,,,,,,,
Customer Workbench,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Channels >> Cross Channel,This service domain handles the distribution and operation of a client device based/resident facility to support local working and access to the banks different products and services. It allows for the customer to maintain information and configuration settings remotely to govern their own access environment as necessary. The service domain operates outside the bank but is included in the landscape as it may run application capabilities that are either provided by or certified for use by the bank.,Service Domain,,,,,,,,,,,
Interactive Help,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Channels >> Servicing,Operate the automated facility that provides interactive help and guidance for servicing to employees and self-service customers. The facility automatically determines the context for the help request and selects stored guidance that is presented to the user. The initial selection can be dynamically refined by the user to focus in on specific requirements as necessary. User feedback as to the content and coverage of the guidance can be captured,Service Domain,,,,,,,,,,,
Party Authentication,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Channels >> Cross Channel,"Customer/party authentication is a cross-channel/device capability that provides identity confirmation for customers accessing the bank through any interactive channel. The service may use a combination of one or more mechanisms to authenticate including issued tokens/devices, virtual mechanisms such as passwords and biometrics such as voice/face recognition. Different levels of authentication may be determined to support different types of access and there may be access permissions associated with the authentication mechanism used",Service Domain,,,,,,,,,,,
Point of Service,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Channels >> Servicing,"The servicing position supports all point of sale, branch and channel based customer interactions including e-tellers and contact/service center positions. The facility provides access to product and service systems, supports activity tracking and access to other support and administrative systems as necessary. It can include CTI as appropriate. The service domain integrates with the Customer Dialogue service domain for customer session/narrative support when appropriate. The servicing position can be fully automated for some servicing activities",Service Domain,,,,,,,,,,,
Service Directory,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Channels >> Servicing,"This Service Domain handles the context sensitive presentation and selection of services that a customer may choose from to access the bank. These represent the packaging together of the underlying service interactions with one or more Service Domains as necessary, masking the complexity of the internal structure of the bank's applications from the user. The selected service will align with a workflow followed in the Session Dialogue Service Domain that actually orchestrates the selected service delivery ",Service Domain,,,,,,,,,,,
Servicing Activity Analysis,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Business Development >> Channel Management,"Analyze customer servicing position activity, including teller, case/contact center traffic and VoIP activity. Analysis includes captured call/channel/device type, activity, onward routing and resolution decisions for operational and procedural insights and facility/process and training improvement (Root Cause Analysis)",Service Domain,,,,,,,,,,,
Servicing Event History,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Channels >> Servicing,"The Servicing Event History service domain captures the details of servicing activity to support root cause analysis. The information captured can include summary details of the servicing activity, product access details and click-stream/voice records as necessary. The captured detail can be analyzed for staff assessment and training and to support procedural refinements",Service Domain,,,,,,,,,,,
Session Dialogue,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Channels >> Cross Channel,"The customer contact dialogue handling capability can provide highly structured orchestration to streamline a customer interaction by consolidating and presenting customer related data in context. It can also use the session to gather additional customer intelligence. In a more advance implementation the customer interaction capabilities can be integrated into an automated self/service context in addition to the more conventional assisted service model. The structured customer dialogue can include tasks to check for other business activities that can be built into the exchange for example, delivering pending communications, sales/marketing attempts, capturing intelligence/triggers, updating relationship status/details, product fulfillment (such as synchronizing customer-side data). The facility can be designed to support multi-channel/multi-device deployments",Service Domain,,,,,,,,,,,
Transaction Authorization,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Channels >> Cross Channel,This service domain is used to mitigate transaction risk for interactive product and service access fulfillment and works in collaboration with customer identity authentication services. It analyses recent customer activity in order to detect possible out of pattern/fraudulent behavior and authorizes transactions accordingly. The authorization can be subject to obtaining increased levels of customer authentication by requiring the customer to provide additional proof of identity.,Service Domain,,,,,,,,,,,
Account Recovery,glossary_term,"BIAN Hierarchies >> Service Landscape - Value Chain >> Operations >> Custody, Collateral And Documents",Handles the recovery of distressed accounts that have exceeded standard late/payment handling but have not yet been fully written off and passed to collections. The restructuring can involve partial write downs and leveraging any tax or other program of assistance that can be applied. The situation is managed until the account is recovered or a decision made to pass the account over to collections,Service Domain,,,,,,,,,,,
Customer Access Entitlement,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Channels >> Cross Channel,"This profile is used for servicing and fulfillment controls covering products, services and channel/device usage entitlements. It is referenced for channel access control and utilization limits that may span multiple products. For example there can be a limit on total ATM withdrawals for a customer for all active products over a 24 hour period.",Service Domain,,,,,,,,,,,
Customer Agreement,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Customers >> Relationship Management,The Customer Agreement service domain captures and maintains the master legal terms of conditions in force for a customer (which as noted can be a complex multinational with many underlying product and service specific agreements).,Service Domain,,,,,,,,,,,
Customer Behavior Insights,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Customers >> Relationship Management,This service domain references the range of customer historical data maintained by the Customer Event History service domain to develop behavioral insights into customers. This analysis can support sales and marketing activity (e.g. by determining the likely response to sales efforts based on passed performance) as well as identifying changes in status and behavior that might influence the desired product mix for a customer. The actual analysis routines are developed/maintained by the Customer Behavior Models service domain,Service Domain,,,,,,,,,,,
Customer Credit Rating,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Customers >> Relationship Management,"This service domain handles the derivation and maintenance of each customer's credit rating for both consumer and corporate customers. The internal rating can integrate externally provided credit details from credit scoring agencies with internal transactional data and relationship assessments. The credit rating will be maintained based on internal rules, but it is possible that a service will be offered to support an unscheduled recalculation of the credit score",Service Domain,,,,,,,,,,,
Customer Event History,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Customers >> Relationship Management,"The service domain captures a wide range of customer events to build a comprehensive history of customer activity that can support subsequent behavioral analysis. This includes key sales/proposal events, relationship management events, product delivery events, detected customer triggers (typically gleaned during servicing dialogues) and possibly externally sourced customer activity. The assembled data is made available for behavioral analysis and for more general reference (as might be used for relationship management for example)",Service Domain,,,,,,,,,,,
Customer Product And Service Eligibility,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Customers >> Relationship Management,"This Service Domain maintains a list of products and services for which a customer is eligible. This could include products and services that the customer has had in the past. In order to update the list, periodically or at certain events, the Service Domain calls Product Matching to find additional products for which the customer is eligible. Once a customer acquires a product or a service, this is removed from the current list and added to the customer's recording in Customer Products and Services.",Service Domain,,,,,,,,,,,
Customer Products and Services,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Customers >> Relationship Management,"This Service Domain maintains the details of all products and services that a customer has acquired from the bank.  As such it maintains data of current and past products and services. It includes key product options and features that have been selected and the current availability/state of the customer's product, but does not maintain any details about product usage or balance information. It is the only domain in the model that can provide information on a customer's current products and services.",Service Domain,,,,,,,,,,,
Customer Proposition,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Customers >> Relationship Management,This Service Domain enables the bank and customer to establish and maintain product and service fulfillment preferences and requirements that span multiple products,Service Domain,,,,,,,,,,,
Customer Relationship Management,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Customers >> Relationship Management,This function handles managed customer relationships. There will typically be a customer development plan and budget/targets for higher value customers. The function may draw on external market insights as well as internal product and service fulfillment to track performance and trigger contact when appropriate. The function is a key source of business development providing product/service matching and awareness. As the primary point of contact the relationship manager can help in issue resolution and trouble shooting. Relationship management applies to corporate and high net-worth clients. Automated knowledge-based facilities may offer some relationship management functions at the consumer banking level in particular for sales and marketing,Service Domain,,,,,,,,,,,
Party Reference Data Directory,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Customers >> Party Reference,"The party reference data directory service domain maintains a potentially wide range of party reference data that might be used in any interaction between the bank and the party including relationship development, sales/marketing, servicing and product delivery. This can include general reference and contact details, party associations, demographic details and some servicing preferences. Different information may be maintained for different party types such as individuals, corporates, partners",Service Domain,,,,,,,,,,,
Sales Product Agreement,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Customers >> Relationship Management,The Sales Product Agreement service domain captures and maintains the legal terms and conditions in force for a sold product. The product specific terms and conditions are subordinate to the terms of the customer master agreement that is maintained by the Customer Agreement service domain. The product contractual terms and conditions influence product and service fulfillment for example by defining applicable fees/rates/penalties and selected features/options. Note that there can be other product configuration features that are not contractually binding - these features are maintained in the associated product/service fulfillment service domain directly,Service Domain,,,,,,,,,,,
Advertising,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Business Development >> Marketing And Development,Oversee the use and assess the coverage and impact of advertising campaigns. Direct advertising campaign execution to maximize business impact. Oversee advertising campaign design and development activity.,Service Domain,,,,,,,,,,,
Brand Management,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Business Development >> Marketing And Development,"Define and develop the enterprise brand, including providing advice and guidance to marketing and product/service development activities that leverage the brand. Respond to events that potentially damage the brand or provide an opportunity to strengthen/leverage brand awareness",Service Domain,,,,,,,,,,,
Business Development,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Business Development >> Marketing And Development,"Define, implement, track and assess the new business development plans for the enterprise or specific business divisions. This can cover business activities such as new market segment entry, product coverage and product specification development, brand development, new customer acquisition and existing customer, cross-sell/up-sell and retention.",Service Domain,,,,,,,,,,,
Customer Campaign Design,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Business Development >> Marketing And Development,"This Service Domain designs and refines customer campaigns (or integrates designs from external campaign specialists). Customer campaigns target the existing customer base and can be proactive (involving customer targeting, contact and solicitation) or self-service and include activities such as cross-sell, up-sell and retention. Version numbering is used to track the impact of changes made to campaigns over their usage.",Service Domain,,,,,,,,,,,
Customer Campaign Management,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Business Development >> Marketing And Development,Oversee the use and assess the coverage and impact of internal/customer campaigns. Direct customer campaign execution resources to maximize business impact and in response to any identified market opportunities and threats. Oversee campaign design and development activity.,Service Domain,,,,,,,,,,,
Customer Surveys,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Business Development >> Marketing And Development,"Handle the deployment, execution and on-going refinement of customer surveys. This includes many types of survey including traditional mailshot questionnaires, in production review/feedback solicitation, review panels/focus groups. The survey execution process performs the survey definitions,  selection of reviewers, surveying and post survey analysis",Service Domain,,,,,,,,,,,
Promotional Events,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Business Development >> Marketing And Development,Develop and execute promotional events covering brand development and advertizing. This can include participation in sporting/entertainment events or more general promotional activity,Service Domain,,,,,,,,,,,
Prospect Campaign Design,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Business Development >> Marketing And Development,"This Service Domain designs and refines prospect campaigns (or integrates designs from external campaign specialists). Prospect campaigns target new customer acquisition and are typically proactive (involving prospect targeting, contact and solicitation). Version numbering is used to track the impact of changes made to campaigns over their usage.",Service Domain,,,,,,,,,,,
Commission Agreement,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Operations >> External Agency,This service domain sets up and maintains the terms for applying commissions to transactions assigned to employees and representative service brokers or intermediaries,Service Domain,,,,,,,,,,,
Commissions,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Operations >> Accounting Services,Capture and structure commissionable transactions that are subsequently processed against an existing commission agreement,Service Domain,,,,,,,,,,,
Customer Campaign Execution,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Customers >> Sales,"Handle the deployment, execution and on-going refinement of a customer campaign. This includes many types of proactive customer campaigns such as up-sell, cross-sell and customer retention. The campaign execution process performs the initial selection and confirmation of candidate customers and includes providing critical feedback on the impact of the campaign to the design unit to support re-calibration and refinement of the specification based on practical experience",Service Domain,,,,,,,,,,,
Customer Offer,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Customers >> Sales,"The Offer Management Service Domain can process offers for all types of customers and any allowed combination of product or service. It references the Product Directory for the product specific offer instructions it must follow. The offer process may combine the selection of product/service specific details (e.g. pricing & negotiation ranges, documentation/authorization/regulatory requirements, eligibility and declarations, credit and other customer details), customer specific details (e.g. credit standing, other classifications such as operational overhead/retention target/activity history, demographics and segmentation). The service domain orchestrates a potentially complex/multi-threaded/multi stage workflow to get the offer to the point where the product/service can be initiated.",Service Domain,,,,,,,,,,,
Lead and Opportunity Management,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Customers >> Sales,"This service domain captures, evaluates and progresses identified lead/opportunities that may arise during customer relationship development, sales, servicing and fulfillment interactions. It will clarify and confirm the customer's interest and check that the product is suitable and the customer eligible prior to initiating the formal offer process (see service domain Customer Offer)",Service Domain,,,,,,,,,,,
Party Lifecycle Management,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Customers >> Sales,"This service domain tracks the state of a party relationship with the bank from the initial checks made when establishing a new business relationship with a customer or partner and then that are performed as necessary over the duration of the relationship. The checks and the maintenance requirements will vary by party type (e.g. individual, company, partner) and jurisdiction. The checks cover bank specific and legal and regulatory considerations and may be updated based on a standard schedule or by request in specific circumstances.",Service Domain,,,,,,,,,,,
Product Expert Sales Support,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Customers >> Sales,Track availability and utilization and assign product specialists to support sales activity (for both internal customer up-sell and external prospect acquisition activity). This can include the administration of customer fees/charges if applicable,Service Domain,,,,,,,,,,,
Product Matching,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Customers >> Sales,"The service domain implements a decision service (that might be interactive) to isolate the preferred product(s) for which a customer is eligible in a specific servicing situation. The product selection logic will balance factors including customer indicated desired product type/features, customer type/profile, solicitation/retention/enquiry servicing situation, prevailing campaigns/bank preferred products. The decision logic improves product selection to optimize the customer interaction and support business development",Service Domain,,,,,,,,,,,
Product Sales Support,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Customers >> Sales,Administer the allocation of specialist support to advise on specific products and services,Service Domain,,,,,,,,,,,
Prospect Campaign Execution,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Customers >> Sales,"Handle the deployment, execution and on-going refinement of a prospect campaign. This includes many types of proactive prospect acquisition campaigns. The campaign execution process performs the initial selection and confirmation/validation of candidate lists and includes providing critical feedback on the impact of the campaign to the design unit to support re-calibration and refinement of the specification based on practical experience",Service Domain,,,,,,,,,,,
Sales Planning,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Business Development >> Marketing And Development,0,Service Domain,,,,,,,,,,,
Sales Product,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Products >> Consumer Banking,A sales product defines specific constraints and terms that augment the features of the base product it 'wraps'. It is used to support customization or core products to address specific market needs and opportunities with more  narrowly targeted products,Service Domain,,,,,,,,,,,
Underwriting,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Products >> Loans and Deposits,"The underwriting decision considers the ability of the borrower to finance the loan based on their known cash flows and credit worthiness. The underwriting decision refers to specific properties of the proposed loan (amount, term, repayment schedule, collateral etc.), the income and known commitments of the borrower and their credit history with the bank. The decision may factor perceived underwriting risks into the interest rate and/or collateral requirements to obtain approval",Service Domain,,,,,,,,,,,
Card Case,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Customers >> Customer Care,"Capture, track, resolve and report on card related transactional disputes, handling all the dispute resolution messages between the Issuer, the Card Network and the Acquirer.",Service Domain,,,,,,,,,,,
Case Root Cause Analysis,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Business Development >> Product Management,"Analyze customer servicing case resolution records for root cause insights. Analysis can be focused for more specific analysis including: problematic product and service features that can be refined; possible operational weaknesses that might require improved training/guidelines; and, to detect possible credit/fraud patterns",Service Domain,,,,,,,,,,,
Customer Case,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Customers >> Customer Care,"Case resolution tasks follow specific procedures for the type of case involved. Case resolution can be quick by applying resolution rules and obtaining additional authorization as necessary, or they can be long living activities, for example where documentation is requested and has to be retrieved from merchants or other interested parties before the disputed issue can finally be ruled upon. A wide range of case types can be expected",Service Domain,,,,,,,,,,,
Customer Case Management,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Customers >> Customer Care,"Manage customer case handling, track the effectiveness and impact of case resolution. Evaluate and confirm that the decision making rules and thresholds are well balanced in terms of equitable determination with general customer and merchant acceptance of the process. Ensure and that sufficient and appropriately trained resources are available ",Service Domain,,,,,,,,,,,
Loan Syndication,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Customers >> Relationship Management,"Loan Syndication is a Service Domain that supports orgination, set-up and servicing of syndicated loans. It provides services that are used in lead banks, agents and banks providing administrative support.
In the context of the origination process the Service Domain Loan Syndication takes in a request for a loan that will require syndication. The request could come from the Customer Offer Service Domain which will delegate the origination due to the complexity of the process. Loan Syndication orchestrates the handling of the set up, starting with the verification if all conditions for providing a syndicated loan are met. It will call services of Party Asset Directory (recording of pledgeable asstes) and Underwriting before it will pass control to the Syndicate Management Service Domain to actually set up the syndicate.
In the context of servicing Loan Syndication is instrumental in orchestrating processes to transfer participations between lenders, handling of the maturity of a syndicated loan and more.",Service Domain,,,,,,,,,,,
Payment Initiation,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Products >> Consumer Banking,"This service domain supports payment services for consumer and business customers. Payments are made to other accounts within the bank, other banks and possibly internationally using whatever payments mechanism is suited to the transaction (See Payments Order/Execution). The service domain can support single transactions, or manage repeating/scheduled payments if requested",Service Domain,,,,,,,,,,,
Servicing Issue,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Channels >> Servicing,"Capture, track, resolve and report on the more general customer servicing issues that may arise in the servicing center. Note that this does not include the handling of specific customer cases (such as a payment dispute) Servicing issues typically requiring some kind of follow-up by the contact service representative (CSR), production support services or their management",Service Domain,,,,,,,,,,,
Servicing Mandate,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Customers >> Customer Care,The Servicing Mandate service domain maintains an agreement between the bank and an external party that governs/constrains the allowed access given to the bank's products and services. This access permission can be defined at two levels - overall for the service provider and at a more detailed level as applied to a specific customer.,Service Domain,,,,,,,,,,,
Servicing Order,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Customers >> Customer Care,The Servicing Order service domain handles the processing of a request that may impact multiple products and services and may involve processing cycles/steps and possibly have associated fees/charges. There can be several types of standard 'servicing order' defined for selection as appropriate. A servicing order can be initiated by a customer directly or may be requested on their behalf by an authorized third party service provider. If the request is made by a third party service provider on behalf of a customer the process can include a check that the associated permissions/mandates are in place,Service Domain,,,,,,,,,,,
Financial Accounting,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Operations >> Accounting Services,"The Financial Accounting Service Domain takes in financial facts and based on these, creates accounting instructions. It lives in the accounting world of the bank and can access the banking, cards and securities worlds only for retrieve operations. It knows and maintains the chart of accounts and it can create accounting instructions that will update the general ledger and sub ledger accounts.
Examples of financial facts are the opening of a loan account, revaluation of collateral and periodically (e.g. daily): position changes as a result of payments transactions.",Service Domain,,,,,,,,,,,
Prospect Campaign Management,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Business Development >> Marketing And Development,Oversee the use and assess the coverage and impact of external/prospect campaigns. Direct prospect campaign execution resources to maximize business impact and in response to any identified market opportunities and threats. Oversee campaign design and development activity.,Service Domain,,,,,,,,,,,
Trade Settlement,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Products >> Market Operations,Market trade that have been cleared are passed for settlement as handled by this Service Domain. The clearing process will have obtained confirmation and acceptance of the trade details and ensured that cash and securities are available in the respective depository accounts. Settlement processing orchestrates the movement of cash and securities between the accounts as required to complete/settle the trade. Different settlement mechanisms can be available depending on the type of instrument and marketplace being used,Service Domain,,,,,,,,,,,
